0
66
45
4
22
64
14
94
34
17
2
2
144
14
123
71
43
8
21
74
25
77
25
10
7
3
68
4
21
126
44
45
3
15
48
26
92
27
17
10
87
12
132
81
44
3
10
72
15
127
27
5
8
1
98
12
173
67
60
14
55
37
1
105
48
11
15
2
89
2
21
173
68
57
2
15
61
57
37
39
16
14
117
4
68
166
76
40
7
36
91
47
65
34
13
6
106
10
62
180
62
39
2
39
48
34
41
29
15
9
91
4
49
119
28
14
13
26
14
1
18
16
21
4
1
31
3
19
78
36
17
2
17
28
17
3
19
19
5
4
1
59
3
24
39
40
29
4
16
31
28
4
25
24
12
5
50
4
24
68
